region,index,season_start_year,value
Muchinga,tx90p,1999,16.95252
Muchinga,tx90p,2000,0.6957115
Muchinga,tx90p,2001,3.154263
Muchinga,tx90p,2002,8.846284
Muchinga,tx90p,2003,6.384398
Muchinga,tx90p,2004,11.39328
Muchinga,tx90p,2005,13.80066
Muchinga,tx90p,2006,4.726761
Muchinga,tx90p,2007,2.844983
Muchinga,tx90p,2008,4.786218
Muchinga,tx90p,2009,4.812277
Muchinga,tx90p,2010,7.682087
Muchinga,tx90p,2011,7.157265
Muchinga,tx90p,2012,6.814484
Muchinga,tx90p,2013,9.116821
Muchinga,tx90p,2014,17.61053
Muchinga,tx90p,2015,22.29058
Muchinga,tx90p,2016,12.59228
Muchinga,tx90p,2017,10.94999
Muchinga,tx90p,2018,9.020675
Muchinga,tx90p,2019,11.22658
Muchinga,tx90p,2020,7.846867
Muchinga,tx90p,2021,21.86878
Muchinga,tx90p,2022,5.543383
Muchinga,tx90p,2023,20.94894
Muchinga,tx90p,2024,19.55805
Muchinga,tx90p,2025,2.7962
Muchinga,su35,1981,7.566646
Muchinga,su35,1982,4.080712
Muchinga,su35,1983,8.788235
Muchinga,su35,1984,4.916489
Muchinga,su35,1985,2.173093
Muchinga,su35,1986,1.716528
Muchinga,su35,1987,7.694169
Muchinga,su35,1988,4.451184
Muchinga,su35,1989,3.508613
Muchinga,su35,1990,7.578591
Muchinga,su35,1991,4.863451
Muchinga,su35,1992,7.662791
Muchinga,su35,1993,6.666595
Muchinga,su35,1994,5.268926
Muchinga,su35,1995,8.978605
Muchinga,su35,1996,8.394407
Muchinga,su35,1997,4.176994
Muchinga,su35,1998,8.725122
Muchinga,su35,1999,7.930009
Muchinga,su35,2000,3.497371
Muchinga,su35,2001,5.351301
Muchinga,su35,2002,4.949102
Muchinga,su35,2003,6.517569
Muchinga,su35,2004,3.911795
Muchinga,su35,2005,8.078596
Muchinga,su35,2006,5.956262
Muchinga,su35,2007,4.705979
Muchinga,su35,2008,5.669838
Muchinga,su35,2009,3.125478
Muchinga,su35,2010,8.449685
Muchinga,su35,2011,5.917071
Muchinga,su35,2012,7.642881
Muchinga,su35,2013,8.707168
Muchinga,su35,2014,11.0673
Muchinga,su35,2015,9.687397
Muchinga,su35,2016,10.14478
Muchinga,su35,2017,7.998721
Muchinga,su35,2018,6.306396
Muchinga,su35,2019,9.284245
Muchinga,su35,2020,7.356939
Muchinga,su35,2021,12.30129
Muchinga,su35,2022,6.687322
Muchinga,su35,2023,10.90557
Muchinga,su35,2024,8.594176
Muchinga,su35,2025,3.666433
North-Western,txm,1981,27.89901
North-Western,txm,1982,27.4612
North-Western,txm,1983,27.12212
North-Western,txm,1984,26.94016
North-Western,txm,1985,26.86194
North-Western,txm,1986,26.97273
North-Western,txm,1987,27.95451
North-Western,txm,1988,26.73784
North-Western,txm,1989,27.8103
North-Western,txm,1990,27.9818
North-Western,txm,1991,27.49258
North-Western,txm,1992,27.03712
North-Western,txm,1993,27.95054
North-Western,txm,1994,27.71585
North-Western,txm,1995,27.8103
North-Western,txm,1996,27.6034
North-Western,txm,1997,27.74279
North-Western,txm,1998,27.75809
North-Western,txm,1999,27.27088
North-Western,txm,2000,26.98241
North-Western,txm,2001,27.4894
North-Western,txm,2002,27.52149
North-Western,txm,2003,27.90577
North-Western,txm,2004,27.75169
North-Western,txm,2005,27.9685
North-Western,txm,2006,27.42678
North-Western,txm,2007,27.11518
North-Western,txm,2008,27.38246
North-Western,txm,2009,27.50093
North-Western,txm,2010,27.67148
North-Western,txm,2011,27.34699
North-Western,txm,2012,27.61227
North-Western,txm,2013,27.37397
North-Western,txm,2014,28.18579
North-Western,txm,2015,28.17414
North-Western,txm,2016,28.2487
North-Western,txm,2017,27.49962
North-Western,txm,2018,28.51392
North-Western,txm,2019,27.92539
North-Western,txm,2020,27.47436
North-Western,txm,2021,28.06656
North-Western,txm,2022,27.2695
North-Western,txm,2023,28.98091
North-Western,txm,2024,28.12764
North-Western,txm,2025,27.67858
North-Western,txx,1981,34.11449
North-Western,txx,1982,32.38673
North-Western,txx,1983,34.29947
North-Western,txx,1984,33.67733
North-Western,txx,1985,33.21083
North-Western,txx,1986,32.00127
North-Western,txx,1987,34.0883
North-Western,txx,1988,33.22871
North-Western,txx,1989,34.03415
North-Western,txx,1990,34.46408
North-Western,txx,1991,34.27977
North-Western,txx,1992,34.25044
North-Western,txx,1993,35.47035
North-Western,txx,1994,33.62725
North-Western,txx,1995,35.55027
North-Western,txx,1996,35.21397
North-Western,txx,1997,35.22694
North-Western,txx,1998,35.92521
North-Western,txx,1999,34.94003
North-Western,txx,2000,34.87874
North-Western,txx,2001,34.41343
North-Western,txx,2002,34.70646
North-Western,txx,2003,36.72513
North-Western,txx,2004,35.03077
North-Western,txx,2005,35.07114
North-Western,txx,2006,34.47589
North-Western,txx,2007,34.12424
North-Western,txx,2008,35.9058
North-Western,txx,2009,34.46316
North-Western,txx,2010,36.06706
North-Western,txx,2011,35.36836
North-Western,txx,2012,35.40397
North-Western,txx,2013,35.19958
North-Western,txx,2014,35.65778
North-Western,txx,2015,35.28424
North-Western,txx,2016,36.58342
North-Western,txx,2017,35.40271
North-Western,txx,2018,34.5423
North-Western,txx,2019,35.30824
North-Western,txx,2020,36.05334
North-Western,txx,2021,35.44557
North-Western,txx,2022,34.44286
North-Western,txx,2023,35.94896
North-Western,txx,2024,35.29733
North-Western,txx,2025,35.1365
North-Western,tx90p,1981,13.54481
North-Western,tx90p,1982,16.42788
North-Western,tx90p,1983,2.884453
North-Western,tx90p,1984,2.535287
North-Western,tx90p,1985,2.020044
North-Western,tx90p,1986,8.862163
North-Western,tx90p,1987,16.75258
North-Western,tx90p,1988,3.119905
North-Western,tx90p,1989,14.7852
North-Western,tx90p,1990,11.49757
North-Western,tx90p,1991,14.84684
North-Western,tx90p,1992,4.743254
North-Western,tx90p,1993,12.06686
North-Western,tx90p,1994,14.46645
North-Western,tx90p,1995,7.859712
North-Western,tx90p,1996,5.68748
North-Western,tx90p,1997,10.54827
North-Western,tx90p,1998,9.966977
North-Western,tx90p,1999,6.871706
North-Western,tx90p,2000,1.993707
North-Western,tx90p,2001,5.521821
North-Western,tx90p,2002,10.07706
North-Western,tx90p,2003,9.424092
North-Western,tx90p,2004,13.61773
North-Western,tx90p,2005,10.0972
North-Western,tx90p,2006,5.316349
North-Western,tx90p,2007,1.454614
North-Western,tx90p,2008,7.688388
North-Western,tx90p,2009,7.376075
North-Western,tx90p,2010,9.011148
North-Western,tx90p,2011,4.733177
North-Western,tx90p,2012,7.574847
North-Western,tx90p,2013,5.930471
North-Western,tx90p,2014,16.41561
North-Western,tx90p,2015,18.0765
North-Western,tx90p,2016,19.1197
North-Western,tx90p,2017,7.246711
North-Western,tx90p,2018,24.35255
North-Western,tx90p,2019,12.26984
North-Western,tx90p,2020,9.995234
North-Western,tx90p,2021,17.63045
North-Western,tx90p,2022,7.325316
North-Western,tx90p,2023,34.76318
North-Western,tx90p,2024,19.85256
North-Western,tx90p,2025,9.945934
North-Western,su35,1981,0.5212741
North-Western,su35,1982,0
North-Western,su35,1983,0.7245846
North-Western,su35,1984,0.09254829
North-Western,su35,1985,0.02896979
North-Western,su35,1986,0
North-Western,su35,1987,1.824159
North-Western,su35,1988,0
North-Western,su35,1989,0.2781942
North-Western,su35,1990,1.280629
North-Western,su35,1991,0.5684021
North-Western,su35,1992,0.4521997
North-Western,su35,1993,1.57297
North-Western,su35,1994,0.2432303
North-Western,su35,1995,5.906097
North-Western,su35,1996,4.301807
North-Western,su35,1997,2.00756
North-Western,su35,1998,6.97821
North-Western,su35,1999,2.569652
North-Western,su35,2000,3.163531
North-Western,su35,2001,0.7601314
North-Western,su35,2002,1.629902
North-Western,su35,2003,6.706674
North-Western,su35,2004,1.670931
North-Western,su35,2005,4.47722
North-Western,su35,2006,0.8931056
North-Western,su35,2007,0.7417672
North-Western,su35,2008,5.426111
North-Western,su35,2009,0.8874988
North-Western,su35,2010,10.08189
North-Western,su35,2011,3.114834
North-Western,su35,2012,3.557309
North-Western,su35,2013,2.936176
North-Western,su35,2014,6.045488
North-Western,su35,2015,3.5797
North-Western,su35,2016,14.94157
North-Western,su35,2017,2.923032
North-Western,su35,2018,1.555272
North-Western,su35,2019,5.740771
North-Western,su35,2020,7.044592
North-Western,su35,2021,2.122718
North-Western,su35,2022,0.9044412
North-Western,su35,2023,6.0332
North-Western,su35,2024,3.4792
North-Western,su35,2025,3.684692
Northern,txm,1981,27.11121
Northern,txm,1982,26.36478
Northern,txm,1983,26.35326
Northern,txm,1984,26.01867
Northern,txm,1985,26.08898
Northern,txm,1986,26.06569
Northern,txm,1987,26.89989
Northern,txm,1988,25.94488
Northern,txm,1989,26.63266
Northern,txm,1990,27.13038
Northern,txm,1991,26.4664
Northern,txm,1992,26.43021
Northern,txm,1993,27.16025
Northern,txm,1994,26.42343
Northern,txm,1995,27.25828
Northern,txm,1996,27.42026
Northern,txm,1997,26.59634
Northern,txm,1998,27.741
Northern,txm,1999,27.20839
Northern,txm,2000,26.20573
Northern,txm,2001,26.5986
Northern,txm,2002,27.13412
Northern,txm,2003,27.47125
Northern,txm,2004,27.1519
Northern,txm,2005,27.63688
Northern,txm,2006,26.70888
Northern,txm,2007,26.78139
Northern,txm,2008,26.9278
Northern,txm,2009,26.9759
Northern,txm,2010,27.15991
Northern,txm,2011,26.45993
Northern,txm,2012,26.9743
Northern,txm,2013,26.95579
Northern,txm,2014,27.40154
Northern,txm,2015,27.14718
Northern,txm,2016,27.5505
Northern,txm,2017,26.51341
Northern,txm,2018,27.18205
Northern,txm,2019,26.79018
Northern,txm,2020,26.76504
Northern,txm,2021,27.31948
Northern,txm,2022,26.60652
Northern,txm,2023,27.16357
Northern,txm,2024,26.87724
Northern,txm,2025,26.59804
Northern,txx,1981,32.47053
Northern,txx,1982,31.65618
Northern,txx,1983,32.47958
Northern,txx,1984,32.522
Northern,txx,1985,31.50119
Northern,txx,1986,31.85821
Northern,txx,1987,31.88207
Northern,txx,1988,31.91167
Northern,txx,1989,33.07829
Northern,txx,1990,32.64309
Northern,txx,1991,31.70911
Northern,txx,1992,32.7449
Northern,txx,1993,33.01831
Northern,txx,1994,31.93141
Northern,txx,1995,32.65712
Northern,txx,1996,32.6898
Northern,txx,1997,32.83918
Northern,txx,1998,33.90065
Northern,txx,1999,33.88993
Northern,txx,2000,33.38174
Northern,txx,2001,32.36744
Northern,txx,2002,33.16259
Northern,txx,2003,33.78186
Northern,txx,2004,34.22175
Northern,txx,2005,33.4648
Northern,txx,2006,33.42673
Northern,txx,2007,32.74951
Northern,txx,2008,33.2942
Northern,txx,2009,32.5983
Northern,txx,2010,34.02899
Northern,txx,2011,33.43867
Northern,txx,2012,33.65586
Northern,txx,2013,33.84206
Northern,txx,2014,34.20942
Northern,txx,2015,33.02889
Northern,txx,2016,34.21485
Northern,txx,2017,33.77792
Northern,txx,2018,32.52924
Northern,txx,2019,33.66478
Northern,txx,2020,33.74854
Northern,txx,2021,33.65926
Northern,txx,2022,33.31784
Northern,txx,2023,34.76969
Northern,txx,2024,32.60976
Northern,txx,2025,32.62544
Northern,tx90p,1981,9.159355
Northern,tx90p,1982,6.687425
Northern,tx90p,1983,3.64924
Northern,tx90p,1984,4.008097
Northern,tx90p,1985,0.5985536
Northern,tx90p,1986,1.336522
Northern,tx90p,1987,10.66846
Northern,tx90p,1988,0.8641639
Northern,tx90p,1989,6.087595
Northern,tx90p,1990,6.584842
Northern,tx90p,1991,9.757592
Northern,tx90p,1992,4.475782
Northern,tx90p,1993,12.36526
Northern,tx90p,1994,5.254384
Northern,tx90p,1995,9.604993
Northern,tx90p,1996,9.58734
Northern,tx90p,1997,7.934791
Northern,tx90p,1998,19.5077
Northern,tx90p,1999,13.55591
Northern,tx90p,2000,1.905339
Northern,tx90p,2001,4.048865
Northern,tx90p,2002,9.573811
Northern,tx90p,2003,11.09082
Northern,tx90p,2004,13.37605
Northern,tx90p,2005,18.0443
Northern,tx90p,2006,6.503333
Northern,tx90p,2007,4.613731
Northern,tx90p,2008,8.014487
Northern,tx90p,2009,7.950659
Northern,tx90p,2010,12.10836
Northern,tx90p,2011,5.805481
Northern,tx90p,2012,8.14039
Northern,tx90p,2013,6.250295
Northern,tx90p,2014,16.52779
Northern,tx90p,2015,16.10339
Northern,tx90p,2016,15.92854
Northern,tx90p,2017,8.190283
Northern,tx90p,2018,11.86376
Northern,tx90p,2019,10.59454
Northern,tx90p,2020,8.445399
Northern,tx90p,2021,20.17362
Northern,tx90p,2022,7.12588
Northern,tx90p,2023,16.69916
Northern,tx90p,2024,14.32462
Northern,tx90p,2025,6.877233
Northern,su35,1981,0.009853167
Northern,su35,1982,0
Northern,su35,1983,0.0888392
Northern,su35,1984,0
Northern,su35,1985,0
Northern,su35,1986,0
Northern,su35,1987,0.05916918
Northern,su35,1988,0
Northern,su35,1989,0.04935567
Northern,su35,1990,0
Northern,su35,1991,0
Northern,su35,1992,0.009901095
Northern,su35,1993,0.06946343
Northern,su35,1994,0
Northern,su35,1995,0
Northern,su35,1996,0
Northern,su35,1997,0
Northern,su35,1998,0.4043629
Northern,su35,1999,0.5429797
Northern,su35,2000,0
Northern,su35,2001,0
Northern,su35,2002,0
Northern,su35,2003,0.3860296
Northern,su35,2004,0.3361902
Northern,su35,2005,0.1383691
Northern,su35,2006,0.1092076
Northern,su35,2007,0
Northern,su35,2008,0.03956659
Northern,su35,2009,0
Northern,su35,2010,0.7809578
Northern,su35,2011,0.4540219
Northern,su35,2012,0.1086055
Northern,su35,2013,0.296952
Northern,su35,2014,0.7218195
Northern,su35,2015,0
Northern,su35,2016,0.7021752
Northern,su35,2017,0.414965
Northern,su35,2018,0
Northern,su35,2019,0.8192958
Northern,su35,2020,0.3849907
Northern,su35,2021,0.2864359
Northern,su35,2022,0.009901095
Northern,su35,2023,1.502335
Northern,su35,2024,0.02956796
Northern,su35,2025,0
Southern,txm,1981,29.14216
Southern,txm,1982,29.18847
Southern,txm,1983,29.00981
Southern,txm,1984,28.14209
Southern,txm,1985,27.95495
Southern,txm,1986,29.06508
Southern,txm,1987,28.85924
Southern,txm,1988,27.93478
Southern,txm,1989,28.93439
Southern,txm,1990,29.2824
Southern,txm,1991,29.47738
Southern,txm,1992,28.50105
Southern,txm,1993,28.78385
Southern,txm,1994,29.88869
Southern,txm,1995,28.965
Southern,txm,1996,28.57497
Southern,txm,1997,29.18005
Southern,txm,1998,28.48388
Southern,txm,1999,28.41113
Southern,txm,2000,27.94472
Southern,txm,2001,29.27047
Southern,txm,2002,28.81054
Southern,txm,2003,28.73208
Southern,txm,2004,29.26837
Southern,txm,2005,28.16207
Southern,txm,2006,28.57263
Southern,txm,2007,27.45278
Southern,txm,2008,27.82345
Southern,txm,2009,27.86092
Southern,txm,2010,28.31117
Southern,txm,2011,28.49402
Southern,txm,2012,28.3964
Southern,txm,2013,28.26049
Southern,txm,2014,29.03916
Southern,txm,2015,29.95885
Southern,txm,2016,28.64979
Southern,txm,2017,28.39506
Southern,txm,2018,30.17629
Southern,txm,2019,29.83045
Southern,txm,2020,28.30367
Southern,txm,2021,28.96538
Southern,txm,2022,28.29155
Southern,txm,2023,30.98903
Southern,txm,2024,29.62796
Southern,txm,2025,28.3049
Southern,txx,1981,36.26478
Southern,txx,1982,34.64539
Southern,txx,1983,35.75584
Southern,txx,1984,35.19648
Southern,txx,1985,33.98555
Southern,txx,1986,35.05544
Southern,txx,1987,38.06588
Southern,txx,1988,34.97129
Southern,txx,1989,35.85115
Southern,txx,1990,37.39552
Southern,txx,1991,35.09934
Southern,txx,1992,36.80544
Southern,txx,1993,35.46937
Southern,txx,1994,36.60268
Southern,txx,1995,37.61847
Southern,txx,1996,37.13318
Southern,txx,1997,36.72305
Southern,txx,1998,37.43008
Southern,txx,1999,36.19854
Southern,txx,2000,34.79344
Southern,txx,2001,35.3992
Southern,txx,2002,35.44989
Southern,txx,2003,37.77227
Southern,txx,2004,35.64507
Southern,txx,2005,37.0744
Southern,txx,2006,35.58664
Southern,txx,2007,35.52799
Southern,txx,2008,35.68416
Southern,txx,2009,34.42085
Southern,txx,2010,37.04115
Southern,txx,2011,37.79359
Southern,txx,2012,36.10218
Southern,txx,2013,36.03163
Southern,txx,2014,36.15305
Southern,txx,2015,37.0997
Southern,txx,2016,37.15391
Southern,txx,2017,37.84331
Southern,txx,2018,36.07647
Southern,txx,2019,38.60966
Southern,txx,2020,37.36699
Southern,txx,2021,36.50589
Southern,txx,2022,35.4313
Southern,txx,2023,37.22269
Southern,txx,2024,37.46401
Southern,txx,2025,36.07197
Southern,tx90p,1981,16.46269
Southern,tx90p,1982,19.62213
Southern,tx90p,1983,13.31548
Southern,tx90p,1984,1.784882
Southern,tx90p,1985,3.130352
Southern,tx90p,1986,23.80548
Southern,tx90p,1987,7.93347
Southern,tx90p,1988,4.403964
Southern,tx90p,1989,12.70726
Southern,tx90p,1990,10.22322
Southern,tx90p,1991,25.05163
Southern,tx90p,1992,7.637619
Southern,tx90p,1993,8.068336
Southern,tx90p,1994,27.88191
Southern,tx90p,1995,12.69859
Southern,tx90p,1996,6.737234
Southern,tx90p,1997,14.40353
Southern,tx90p,1998,7.418787
Southern,tx90p,1999,5.604258
Southern,tx90p,2000,2.459698
Southern,tx90p,2001,11.19789
Southern,tx90p,2002,12.69769
Southern,tx90p,2003,5.870261
Southern,tx90p,2004,12.80949
Southern,tx90p,2005,4.735049
Southern,tx90p,2006,3.930287
Southern,tx90p,2007,0.8751785
Southern,tx90p,2008,1.574845
Southern,tx90p,2009,2.480911
Southern,tx90p,2010,3.180093
Southern,tx90p,2011,5.464254
Southern,tx90p,2012,3.243186
Southern,tx90p,2013,2.920182
Southern,tx90p,2014,11.23379
Southern,tx90p,2015,21.70713
Southern,tx90p,2016,7.195252
Southern,tx90p,2017,10.13604
Southern,tx90p,2018,28.10671
Southern,tx90p,2019,21.62567
Southern,tx90p,2020,5.492257
Southern,tx90p,2021,13.13945
Southern,tx90p,2022,3.23795
Southern,tx90p,2023,41.97057
Southern,tx90p,2024,18.67953
Southern,tx90p,2025,2.677224
Southern,su35,1981,5.323245
Southern,su35,1982,3.226378
Southern,su35,1983,6.050676
Southern,su35,1984,3.6587
Southern,su35,1985,1.086454
Southern,su35,1986,2.422687
Southern,su35,1987,11.0952
Southern,su35,1988,2.837527
Southern,su35,1989,5.429462
Southern,su35,1990,10.49609
Southern,su35,1991,5.559597
Southern,su35,1992,11.90861
Southern,su35,1993,5.315659
Southern,su35,1994,14.22682
Southern,su35,1995,19.63054
Southern,su35,1996,20.42591
Southern,su35,1997,7.784674
Southern,su35,1998,17.61404
Southern,su35,1999,6.768861
Southern,su35,2000,2.684665
Southern,su35,2001,2.590464
Southern,su35,2002,5.951594
Southern,su35,2003,10.8845
Southern,su35,2004,5.04417
Southern,su35,2005,13.64585
Southern,su35,2006,5.492148
Southern,su35,2007,3.361182
Southern,su35,2008,7.621444
Southern,su35,2009,1.501503
Southern,su35,2010,12.66102
Southern,su35,2011,13.22751
Southern,su35,2012,9.959341
Southern,su35,2013,6.78156
Southern,su35,2014,9.434132
Southern,su35,2015,15.43059
Southern,su35,2016,19.72045
Southern,su35,2017,8.197743
Southern,su35,2018,10.37797
Southern,su35,2019,21.15918
Southern,su35,2020,14.43381
Southern,su35,2021,13.18842
Southern,su35,2022,5.691137
Southern,su35,2023,21.36469
Southern,su35,2024,20.35599
Southern,su35,2025,10.41688
Western,txm,1981,29.63332
Western,txm,1982,29.19953
Western,txm,1983,28.87484
Western,txm,1984,28.70534
Western,txm,1985,28.71058
Western,txm,1986,28.84155
Western,txm,1987,29.73986
Western,txm,1988,28.29124
Western,txm,1989,29.4925
Western,txm,1990,29.51125
Western,txm,1991,29.26819
Western,txm,1992,28.52498
Western,txm,1993,29.23434
Western,txm,1994,30.09548
Western,txm,1995,29.75723
Western,txm,1996,29.26137
Western,txm,1997,29.68646
Western,txm,1998,29.037
Western,txm,1999,28.65462
Western,txm,2000,28.6665
Western,txm,2001,29.21732
Western,txm,2002,29.23573
Western,txm,2003,29.15131
Western,txm,2004,29.89386
Western,txm,2005,29.00988
Western,txm,2006,28.71596
Western,txm,2007,28.20738
Western,txm,2008,28.39929
Western,txm,2009,28.82247
Western,txm,2010,28.88759
Western,txm,2011,28.74735
Western,txm,2012,28.94156
Western,txm,2013,28.72144
Western,txm,2014,29.82111
Western,txm,2015,30.1731
Western,txm,2016,29.33616
Western,txm,2017,28.97046
Western,txm,2018,30.93575
Western,txm,2019,29.97152
Western,txm,2020,28.83098
Western,txm,2021,29.44909
Western,txm,2022,28.97006
Western,txm,2023,31.58817
Western,txm,2024,30.09397
Western,txm,2025,29.04639
Western,txx,1981,36.61747
Western,txx,1982,34.21753
Western,txx,1983,36.28036
Western,txx,1984,35.15284
Western,txx,1985,35.00733
Western,txx,1986,33.93388
Western,txx,1987,37.6097
Western,txx,1988,35.0753
Western,txx,1989,35.80386
Western,txx,1990,37.30295
Western,txx,1991,36.00963
Western,txx,1992,35.81913
Western,txx,1993,36.47799
Western,txx,1994,36.36444
Western,txx,1995,38.13868
Western,txx,1996,37.31932
Western,txx,1997,36.91339
Western,txx,1998,37.92174
Western,txx,1999,36.77112
Western,txx,2000,36.37827
Western,txx,2001,36.07323
Western,txx,2002,36.71465
Western,txx,2003,38.27979
Western,txx,2004,36.07401
Western,txx,2005,37.55968
Western,txx,2006,35.96047
Western,txx,2007,35.88614
Western,txx,2008,37.09567
Western,txx,2009,36.26881
Western,txx,2010,37.4748
Western,txx,2011,37.97399
Western,txx,2012,36.7388
Western,txx,2013,36.80628
Western,txx,2014,37.1048
Western,txx,2015,37.30149
Western,txx,2016,38.5325
Western,txx,2017,37.93706
Western,txx,2018,36.33967
Western,txx,2019,38.01851
Western,txx,2020,37.74981
Western,txx,2021,37.47919
Western,txx,2022,35.84221
Western,txx,2023,37.82434
Western,txx,2024,37.69216
Western,txx,2025,37.09422
Western,tx90p,1981,13.7233
Western,tx90p,1982,16.70873
Western,tx90p,1983,4.744844
Western,tx90p,1984,2.821174
Western,tx90p,1985,4.424951
Western,tx90p,1986,14.76545
Western,tx90p,1987,13.47163
Western,tx90p,1988,1.427077
Western,tx90p,1989,15.93608
Western,tx90p,1990,8.108753
Western,tx90p,1991,17.57719
Western,tx90p,1992,5.51586
Western,tx90p,1993,9.004225
Western,tx90p,1994,24.0343
Western,tx90p,1995,14.41903
Western,tx90p,1996,6.042602
Western,tx90p,1997,12.11457
Western,tx90p,1998,5.281823
Western,tx90p,1999,4.075067
Western,tx90p,2000,3.79647
Western,tx90p,2001,5.584543
Western,tx90p,2002,11.75101
Western,tx90p,2003,6.940161
Western,tx90p,2004,16.35764
Western,tx90p,2005,5.683692
Western,tx90p,2006,2.946664
Western,tx90p,2007,0.3993606
Western,tx90p,2008,3.677255
Western,tx90p,2009,4.407708
Western,tx90p,2010,3.970662
Western,tx90p,2011,4.674355
Western,tx90p,2012,5.997869
Western,tx90p,2013,2.994799
Western,tx90p,2014,17.77139
Western,tx90p,2015,20.00175
Western,tx90p,2016,13.20399
Western,tx90p,2017,6.227704
Western,tx90p,2018,34.67435
Western,tx90p,2019,18.09088
Western,tx90p,2020,7.427176
Western,tx90p,2021,11.31171
Western,tx90p,2022,8.911446
Western,tx90p,2023,47.41283
Western,tx90p,2024,18.23583
Western,tx90p,2025,6.034252
Western,su35,1981,6.837318
Western,su35,1982,0.6614377
Western,su35,1983,5.509089
Western,su35,1984,2.303341
Western,su35,1985,1.148946
Western,su35,1986,0.3586826
Western,su35,1987,16.25564
Western,su35,1988,1.962713
Western,su35,1989,5.349034
Western,su35,1990,13.45262
Western,su35,1991,5.103298
Western,su35,1992,5.946836
Western,su35,1993,8.576873
Western,su35,1994,10.16811
Western,su35,1995,22.68991
Western,su35,1996,25.07985
Western,su35,1997,8.021211
Western,su35,1998,21.28486
Western,su35,1999,8.844967
Western,su35,2000,10.99026
Western,su35,2001,3.921966
Western,su35,2002,10.81779
Western,su35,2003,17.31231
Western,su35,2004,7.240962
Western,su35,2005,22.06679
Western,su35,2006,5.11817
Western,su35,2007,3.519822
Western,su35,2008,17.56744
Western,su35,2009,7.181098
Western,su35,2010,22.66189
Western,su35,2011,13.97907
Western,su35,2012,14.46268
Western,su35,2013,10.47278
Western,su35,2014,16.9652
Western,su35,2015,24.87707
Western,su35,2016,30.92294
Western,su35,2017,10.72468
Western,su35,2018,17.2193
Western,su35,2019,21.72309
Western,su35,2020,23.26726
Western,su35,2021,12.39296
Western,su35,2022,9.353854
Western,su35,2023,27.58831
Western,su35,2024,20.49988
Western,su35,2025,14.71553
