region,index,season_start_year,value
Zambia,txm,1981,28.47132
Zambia,txm,1982,28.03897
Zambia,txm,1983,27.91487
Zambia,txm,1984,27.45749
Zambia,txm,1985,27.26335
Zambia,txm,1986,27.67661
Zambia,txm,1987,28.47822
Zambia,txm,1988,27.2902
Zambia,txm,1989,28.16084
Zambia,txm,1990,28.58131
Zambia,txm,1991,28.30754
Zambia,txm,1992,27.73264
Zambia,txm,1993,28.34404
Zambia,txm,1994,28.47295
Zambia,txm,1995,28.44788
Zambia,txm,1996,28.34165
Zambia,txm,1997,28.16503
Zambia,txm,1998,28.35606
Zambia,txm,1999,28.07974
Zambia,txm,2000,27.32053
Zambia,txm,2001,28.05576
Zambia,txm,2002,28.12806
Zambia,txm,2003,28.38503
Zambia,txm,2004,28.34665
Zambia,txm,2005,28.30086
Zambia,txm,2006,27.84263
Zambia,txm,2007,27.42873
Zambia,txm,2008,27.67147
Zambia,txm,2009,27.78356
Zambia,txm,2010,28.10183
Zambia,txm,2011,27.80769
Zambia,txm,2012,28.02595
Zambia,txm,2013,28.02752
Zambia,txm,2014,28.72452
Zambia,txm,2015,28.94089
Zambia,txm,2016,28.50575
Zambia,txm,2017,27.92307
Zambia,txm,2018,28.84677
Zambia,txm,2019,28.5033
Zambia,txm,2020,27.89065
Zambia,txm,2021,28.56057
Zambia,txm,2022,27.80319
Zambia,txm,2023,29.52709
Zambia,txm,2024,28.72645
Zambia,txm,2025,27.82247
Zambia,txx,1981,35.15011
Zambia,txx,1982,33.78034
Zambia,txx,1983,35.15008
Zambia,txx,1984,34.52931
Zambia,txx,1985,33.6034
Zambia,txx,1986,33.66842
Zambia,txx,1987,35.62018
Zambia,txx,1988,34.05009
Zambia,txx,1989,34.91032
Zambia,txx,1990,35.59922
Zambia,txx,1991,34.27698
Zambia,txx,1992,35.24973
Zambia,txx,1993,35.12997
Zambia,txx,1994,34.98991
Zambia,txx,1995,35.92635
Zambia,txx,1996,35.58618
Zambia,txx,1997,35.45934
Zambia,txx,1998,36.3608
Zambia,txx,1999,35.60971
Zambia,txx,2000,34.81236
Zambia,txx,2001,34.51524
Zambia,txx,2002,34.99232
Zambia,txx,2003,36.35138
Zambia,txx,2004,35.3414
Zambia,txx,2005,35.77597
Zambia,txx,2006,34.92749
Zambia,txx,2007,34.61404
Zambia,txx,2008,35.42349
Zambia,txx,2009,34.32386
Zambia,txx,2010,36.12066
Zambia,txx,2011,36.31586
Zambia,txx,2012,35.49399
Zambia,txx,2013,35.65702
Zambia,txx,2014,35.98299
Zambia,txx,2015,35.80923
Zambia,txx,2016,36.43762
Zambia,txx,2017,36.67421
Zambia,txx,2018,35.1243
Zambia,txx,2019,36.63855
Zambia,txx,2020,36.23635
Zambia,txx,2021,36.00827
Zambia,txx,2022,34.90875
Zambia,txx,2023,36.61899
Zambia,txx,2024,35.8412
Zambia,txx,2025,35.3927
Zambia,tx90p,1981,13.72503
Zambia,tx90p,1982,15.36701
Zambia,tx90p,1983,6.587954
Zambia,tx90p,1984,3.418504
Zambia,tx90p,1985,1.822959
Zambia,tx90p,1986,10.38825
Zambia,tx90p,1987,13.13098
Zambia,tx90p,1988,2.78337
Zambia,tx90p,1989,11.79195
Zambia,tx90p,1990,10.24855
Zambia,tx90p,1991,18.68479
Zambia,tx90p,1992,5.966899
Zambia,tx90p,1993,11.39643
Zambia,tx90p,1994,17.36037
Zambia,tx90p,1995,10.02621
Zambia,tx90p,1996,7.842759
Zambia,tx90p,1997,10.38731
Zambia,tx90p,1998,11.87179
Zambia,tx90p,1999,10.21297
Zambia,tx90p,2000,1.714996
Zambia,tx90p,2001,5.200947
Zambia,tx90p,2002,10.159
Zambia,tx90p,2003,7.564219
Zambia,tx90p,2004,13.6516
Zambia,tx90p,2005,9.534991
Zambia,tx90p,2006,4.751447
Zambia,tx90p,2007,1.837964
Zambia,tx90p,2008,4.718505
Zambia,tx90p,2009,5.233448
Zambia,tx90p,2010,6.856437
Zambia,tx90p,2011,5.656185
Zambia,tx90p,2012,5.767337
Zambia,tx90p,2013,5.907254
Zambia,tx90p,2014,16.63259
Zambia,tx90p,2015,20.75629
Zambia,tx90p,2016,13.16642
Zambia,tx90p,2017,9.046663
Zambia,tx90p,2018,19.88911
Zambia,tx90p,2019,14.47892
Zambia,tx90p,2020,8.116602
Zambia,tx90p,2021,16.79744
Zambia,tx90p,2022,6.057475
Zambia,tx90p,2023,32.80856
Zambia,tx90p,2024,19.03902
Zambia,tx90p,2025,5.923934
Zambia,su35,1981,5.304436
Zambia,su35,1982,2.162017
Zambia,su35,1983,5.405385
Zambia,su35,1984,3.313464
Zambia,su35,1985,1.175549
Zambia,su35,1986,1.023249
Zambia,su35,1987,8.483822
Zambia,su35,1988,2.431827
Zambia,su35,1989,3.570164
Zambia,su35,1990,7.665036
Zambia,su35,1991,3.893428
Zambia,su35,1992,6.990027
Zambia,su35,1993,5.198255
Zambia,su35,1994,6.927805
Zambia,su35,1995,12.2621
Zambia,su35,1996,12.49023
Zambia,su35,1997,4.793521
Zambia,su35,1998,12.41229
Zambia,su35,1999,6.319512
Zambia,su35,2000,4.194205
Zambia,su35,2001,3.227013
Zambia,su35,2002,5.194422
Zambia,su35,2003,8.884736
Zambia,su35,2004,3.901026
Zambia,su35,2005,10.03187
Zambia,su35,2006,4.401791
Zambia,su35,2007,3.039544
Zambia,su35,2008,7.629158
Zambia,su35,2009,2.796448
Zambia,su35,2010,11.91594
Zambia,su35,2011,8.115373
Zambia,su35,2012,8.017117
Zambia,su35,2013,7.361986
Zambia,su35,2014,10.96571
Zambia,su35,2015,11.78889
Zambia,su35,2016,16.20995
Zambia,su35,2017,6.919438
Zambia,su35,2018,7.151383
Zambia,su35,2019,12.56513
Zambia,su35,2020,11.26211
Zambia,su35,2021,10.09418
Zambia,su35,2022,5.378155
Zambia,su35,2023,14.33772
Zambia,su35,2024,11.40878
Zambia,su35,2025,6.929269
Central,txm,1981,28.03531
Central,txm,1982,27.79288
Central,txm,1983,27.75973
Central,txm,1984,27.13204
Central,txm,1985,26.68768
Central,txm,1986,27.43666
Central,txm,1987,28.13635
Central,txm,1988,26.93083
Central,txm,1989,27.84044
Central,txm,1990,28.28559
Central,txm,1991,28.21312
Central,txm,1992,27.58091
Central,txm,1993,27.86784
Central,txm,1994,28.25775
Central,txm,1995,27.90944
Central,txm,1996,27.92007
Central,txm,1997,27.82387
Central,txm,1998,27.78687
Central,txm,1999,27.70323
Central,txm,2000,26.7128
Central,txm,2001,27.5706
Central,txm,2002,27.52401
Central,txm,2003,27.91426
Central,txm,2004,27.8026
Central,txm,2005,27.67483
Central,txm,2006,27.44486
Central,txm,2007,26.86219
Central,txm,2008,27.12429
Central,txm,2009,27.15524
Central,txm,2010,27.64769
Central,txm,2011,27.50646
Central,txm,2012,27.59972
Central,txm,2013,27.81086
Central,txm,2014,28.41306
Central,txm,2015,28.67443
Central,txm,2016,27.94905
Central,txm,2017,27.53138
Central,txm,2018,28.13203
Central,txm,2019,28.33366
Central,txm,2020,27.51682
Central,txm,2021,28.17938
Central,txm,2022,27.33408
Central,txm,2023,29.31883
Central,txm,2024,28.43121
Central,txm,2025,27.31639
Central,txx,1981,35.17358
Central,txx,1982,33.98724
Central,txx,1983,35.25452
Central,txx,1984,34.89971
Central,txx,1985,32.76732
Central,txx,1986,34.23317
Central,txx,1987,36.32386
Central,txx,1988,33.97758
Central,txx,1989,34.95634
Central,txx,1990,35.5978
Central,txx,1991,33.86259
Central,txx,1992,35.90649
Central,txx,1993,34.57983
Central,txx,1994,35.33918
Central,txx,1995,35.59391
Central,txx,1996,35.49899
Central,txx,1997,35.2931
Central,txx,1998,36.38794
Central,txx,1999,35.46166
Central,txx,2000,34.07905
Central,txx,2001,33.90226
Central,txx,2002,34.27777
Central,txx,2003,35.84705
Central,txx,2004,35.00424
Central,txx,2005,35.41494
Central,txx,2006,34.47731
Central,txx,2007,33.97461
Central,txx,2008,34.63833
Central,txx,2009,33.64378
Central,txx,2010,35.75716
Central,txx,2011,36.35231
Central,txx,2012,34.88573
Central,txx,2013,35.14561
Central,txx,2014,35.62579
Central,txx,2015,35.38389
Central,txx,2016,35.67756
Central,txx,2017,36.79903
Central,txx,2018,34.86956
Central,txx,2019,37.04338
Central,txx,2020,36.16491
Central,txx,2021,35.93231
Central,txx,2022,34.59887
Central,txx,2023,36.23244
Central,txx,2024,35.95753
Central,txx,2025,35.66266
Central,tx90p,1981,15.60736
Central,tx90p,1982,19.92335
Central,tx90p,1983,8.996212
Central,tx90p,1984,3.597352
Central,tx90p,1985,1.002371
Central,tx90p,1986,13.68041
Central,tx90p,1987,13.26074
Central,tx90p,1988,4.539589
Central,tx90p,1989,12.92623
Central,tx90p,1990,11.53032
Central,tx90p,1991,24.56347
Central,tx90p,1992,7.946589
Central,tx90p,1993,11.09347
Central,tx90p,1994,21.62287
Central,tx90p,1995,9.204774
Central,tx90p,1996,7.964032
Central,tx90p,1997,11.67816
Central,tx90p,1998,11.63376
Central,tx90p,1999,11.33432
Central,tx90p,2000,0.3823147
Central,tx90p,2001,3.674289
Central,tx90p,2002,9.527048
Central,tx90p,2003,5.750329
Central,tx90p,2004,13.31175
Central,tx90p,2005,5.935152
Central,tx90p,2006,5.39801
Central,tx90p,2007,1.081568
Central,tx90p,2008,2.680782
Central,tx90p,2009,3.704935
Central,tx90p,2010,4.697214
Central,tx90p,2011,5.995784
Central,tx90p,2012,3.492671
Central,tx90p,2013,7.289888
Central,tx90p,2014,17.3645
Central,tx90p,2015,23.05157
Central,tx90p,2016,9.782069
Central,tx90p,2017,10.10394
Central,tx90p,2018,16.2972
Central,tx90p,2019,17.41659
Central,tx90p,2020,8.698153
Central,tx90p,2021,16.1672
Central,tx90p,2022,5.068346
Central,tx90p,2023,36.45547
Central,tx90p,2024,21.40264
Central,tx90p,2025,4.976295
Central,su35,1981,3.257231
Central,su35,1982,1.133101
Central,su35,1983,3.250086
Central,su35,1984,2.639053
Central,su35,1985,0.4922086
Central,su35,1986,0.5231777
Central,su35,1987,6.374745
Central,su35,1988,0.9136242
Central,su35,1989,2.373187
Central,su35,1990,4.604881
Central,su35,1991,1.803314
Central,su35,1992,7.211624
Central,su35,1993,2.139211
Central,su35,1994,5.084149
Central,su35,1995,8.230121
Central,su35,1996,9.569839
Central,su35,1997,3.135279
Central,su35,1998,11.15721
Central,su35,1999,3.95128
Central,su35,2000,0.8596139
Central,su35,2001,1.297669
Central,su35,2002,1.788798
Central,su35,2003,4.074798
Central,su35,2004,1.709802
Central,su35,2005,5.103291
Central,su35,2006,2.06221
Central,su35,2007,1.225181
Central,su35,2008,2.942907
Central,su35,2009,0.6330245
Central,su35,2010,6.736366
Central,su35,2011,6.594381
Central,su35,2012,3.434861
Central,su35,2013,4.06914
Central,su35,2014,7.65137
Central,su35,2015,4.918907
Central,su35,2016,9.691625
Central,su35,2017,5.286776
Central,su35,2018,2.280403
Central,su35,2019,11.35552
Central,su35,2020,7.708784
Central,su35,2021,6.36304
Central,su35,2022,2.297085
Central,su35,2023,9.746843
Central,su35,2024,8.074978
Central,su35,2025,4.468865
Copperbelt,txm,1981,27.94345
Copperbelt,txm,1982,27.54647
Copperbelt,txm,1983,27.35854
Copperbelt,txm,1984,26.86807
Copperbelt,txm,1985,26.63785
Copperbelt,txm,1986,26.99229
Copperbelt,txm,1987,28.00489
Copperbelt,txm,1988,26.81485
Copperbelt,txm,1989,27.83978
Copperbelt,txm,1990,28.13874
Copperbelt,txm,1991,27.63694
Copperbelt,txm,1992,27.35146
Copperbelt,txm,1993,27.66064
Copperbelt,txm,1994,27.72482
Copperbelt,txm,1995,27.67929
Copperbelt,txm,1996,27.84955
Copperbelt,txm,1997,27.60669
Copperbelt,txm,1998,27.98902
