region,index,year,value
Eastern,su35,2005,24.89623
Eastern,su35,2006,18.30215
Eastern,su35,2007,14.17471
Eastern,su35,2008,19.72834
Eastern,su35,2009,11.82624
Eastern,su35,2010,25.93753
Eastern,su35,2011,18.85524
Eastern,su35,2012,26.13172
Eastern,su35,2013,33.30424
Eastern,su35,2014,36.93664
Eastern,su35,2015,36.87569
Eastern,su35,2016,34.98184
Eastern,su35,2017,22.41306
Eastern,su35,2018,22.55745
Eastern,su35,2019,27.27916
Eastern,su35,2020,24.95719
Eastern,su35,2021,38.39825
Eastern,su35,2022,20.6642
Eastern,su35,2023,34.70932
Eastern,su35,2024,30.78017
Eastern,su35,2025,18.99972
Eastern,wsdi,1981,10.68986
Eastern,wsdi,1982,9.749518
Eastern,wsdi,1983,30.75507
Eastern,wsdi,1984,3.98963
Eastern,wsdi,1985,0.06625328
Eastern,wsdi,1986,0
Eastern,wsdi,1987,18.84587
Eastern,wsdi,1988,4.464029
Eastern,wsdi,1989,0.3273554
Eastern,wsdi,1990,10.8302
Eastern,wsdi,1991,1.249251
Eastern,wsdi,1992,53.41537
Eastern,wsdi,1993,4.403563
Eastern,wsdi,1994,24.65777
Eastern,wsdi,1995,13.61349
Eastern,wsdi,1996,0.6727857
Eastern,wsdi,1997,8.900452
Eastern,wsdi,1998,10.18084
Eastern,wsdi,1999,12.35868
Eastern,wsdi,2000,7.4756
Eastern,wsdi,2001,0
Eastern,wsdi,2002,1.820976
Eastern,wsdi,2003,2.64265
Eastern,wsdi,2004,1.80094
Eastern,wsdi,2005,28.32759
Eastern,wsdi,2006,2.647341
Eastern,wsdi,2007,0.1975149
Eastern,wsdi,2008,0.831253
Eastern,wsdi,2009,0.07762783
Eastern,wsdi,2010,1.061339
Eastern,wsdi,2011,5.703304
Eastern,wsdi,2012,0
Eastern,wsdi,2013,1.072887
Eastern,wsdi,2014,9.039308
Eastern,wsdi,2015,11.05812
Eastern,wsdi,2016,20.45157
Eastern,wsdi,2017,3.894404
Eastern,wsdi,2018,10.48087
Eastern,wsdi,2019,11.91785
Eastern,wsdi,2020,0.802224
Eastern,wsdi,2021,21.89019
Eastern,wsdi,2022,0
Eastern,wsdi,2023,11.38807
Eastern,wsdi,2024,40.06689
Eastern,wsdi,2025,5.246449
Luapula,txm,1981,26.92292
Luapula,txm,1982,26.56861
Luapula,txm,1983,27.36521
Luapula,txm,1984,26.69265
Luapula,txm,1985,26.22079
Luapula,txm,1986,26.21679
Luapula,txm,1987,27.25436
Luapula,txm,1988,27.04612
Luapula,txm,1989,26.48484
Luapula,txm,1990,26.99796
Luapula,txm,1991,26.57779
Luapula,txm,1992,27.08152
Luapula,txm,1993,26.88949
Luapula,txm,1994,26.98635
Luapula,txm,1995,27.37181
Luapula,txm,1996,27.25753
Luapula,txm,1997,27.15502
Luapula,txm,1998,27.83017
Luapula,txm,1999,26.98085
Luapula,txm,2000,27.06614
Luapula,txm,2001,26.94914
Luapula,txm,2002,27.00864
Luapula,txm,2003,27.31942
Luapula,txm,2004,26.88955
Luapula,txm,2005,27.91461
Luapula,txm,2006,27.01498
Luapula,txm,2007,27.39393
Luapula,txm,2008,27.13756
Luapula,txm,2009,27.05259
Luapula,txm,2010,27.53603
Luapula,txm,2011,27.00106
Luapula,txm,2012,27.04521
Luapula,txm,2013,27.40018
Luapula,txm,2014,27.3266
Luapula,txm,2015,27.32651
Luapula,txm,2016,27.59127
Luapula,txm,2017,27.05625
Luapula,txm,2018,27.06322
Luapula,txm,2019,27.3223
Luapula,txm,2020,27.03117
Luapula,txm,2021,27.17824
Luapula,txm,2022,26.67684
Luapula,txm,2023,27.37601
Luapula,txm,2024,27.17136
Luapula,txm,2025,26.68984
Luapula,txx,1981,33.56186
Luapula,txx,1982,32.78531
Luapula,txx,1983,33.88095
Luapula,txx,1984,33.52618
Luapula,txx,1985,32.20394
Luapula,txx,1986,32.96495
Luapula,txx,1987,33.34439
Luapula,txx,1988,32.76939
Luapula,txx,1989,34.0145
Luapula,txx,1990,33.2772
Luapula,txx,1991,32.61987
Luapula,txx,1992,33.13002
Luapula,txx,1993,34.15187
Luapula,txx,1994,33.5687
Luapula,txx,1995,33.55338
Luapula,txx,1996,33.53661
Luapula,txx,1997,34.24694
Luapula,txx,1998,34.54744
Luapula,txx,1999,34.11654
Luapula,txx,2000,33.623
Luapula,txx,2001,33.45933
Luapula,txx,2002,33.92296
Luapula,txx,2003,34.85668
Luapula,txx,2004,34.5506
Luapula,txx,2005,33.86156
Luapula,txx,2006,33.87738
Luapula,txx,2007,34.2892
Luapula,txx,2008,34.72649
Luapula,txx,2009,33.82825
Luapula,txx,2010,34.65257
Luapula,txx,2011,34.12529
Luapula,txx,2012,34.00484
Luapula,txx,2013,34.37307
Luapula,txx,2014,34.87559
Luapula,txx,2015,33.9778
Luapula,txx,2016,34.82687
Luapula,txx,2017,34.39968
Luapula,txx,2018,33.69505
Luapula,txx,2019,34.32122
Luapula,txx,2020,34.4923
Luapula,txx,2021,34.28947
Luapula,txx,2022,33.85487
Luapula,txx,2023,35.09685
Luapula,txx,2024,34.05659
Luapula,txx,2025,33.39732
Luapula,tx90p,1981,5.591881
Luapula,tx90p,1982,5.927355
Luapula,tx90p,1983,13.12462
Luapula,tx90p,1984,5.7375
Luapula,tx90p,1985,2.507598
Luapula,tx90p,1986,1.3316
Luapula,tx90p,1987,11.3268
Luapula,tx90p,1988,9.853429
Luapula,tx90p,1989,2.651318
Luapula,tx90p,1990,7.224233
Luapula,tx90p,1991,3.517643
Luapula,tx90p,1992,9.487497
Luapula,tx90p,1993,6.283524
Luapula,tx90p,1994,9.304464
Luapula,tx90p,1995,10.93597
Luapula,tx90p,1996,8.517172
Luapula,tx90p,1997,12.32326
Luapula,tx90p,1998,19.68283
Luapula,tx90p,1999,8.905558
Luapula,tx90p,2000,5.716602
Luapula,tx90p,2001,7.483371
Luapula,tx90p,2002,8.518023
Luapula,tx90p,2003,9.431712
Luapula,tx90p,2004,5.321549
Luapula,tx90p,2005,19.95739
Luapula,tx90p,2006,6.896998
Luapula,tx90p,2007,13.34982
Luapula,tx90p,2008,9.993888
Luapula,tx90p,2009,8.645321
Luapula,tx90p,2010,14.29405
Luapula,tx90p,2011,7.277789
Luapula,tx90p,2012,5.720139
Luapula,tx90p,2013,10.46175
Luapula,tx90p,2014,12.07446
Luapula,tx90p,2015,9.710146
Luapula,tx90p,2016,16.07188
Luapula,tx90p,2017,5.462002
Luapula,tx90p,2018,7.715972
Luapula,tx90p,2019,13.99418
Luapula,tx90p,2020,9.443064
Luapula,tx90p,2021,11.59037
Luapula,tx90p,2022,4.311889
Luapula,tx90p,2023,16.70248
Luapula,tx90p,2024,13.18226
Luapula,tx90p,2025,7.816029
Luapula,su35,1981,0.2148517
Luapula,su35,1982,0.01530021
Luapula,su35,1983,0.3996782
Luapula,su35,1984,0.1072699
Luapula,su35,1985,0
Luapula,su35,1986,0.01531456
Luapula,su35,1987,0.06140439
Luapula,su35,1988,0
Luapula,su35,1989,0.3374534
Luapula,su35,1990,0.01541883
Luapula,su35,1991,0
Luapula,su35,1992,0.04591497
Luapula,su35,1993,0.4775187
Luapula,su35,1994,0.06152214
Luapula,su35,1995,0.1996209
Luapula,su35,1996,0.1839089
Luapula,su35,1997,0.8019761
Luapula,su35,1998,3.159705
Luapula,su35,1999,0.9968469
Luapula,su35,2000,0.1543471
Luapula,su35,2001,0.1234538
Luapula,su35,2002,0.1383436
Luapula,su35,2003,1.462436
Luapula,su35,2004,0.6602817
Luapula,su35,2005,0.2300971
Luapula,su35,2006,0.3703478
Luapula,su35,2007,0.6154144
Luapula,su35,2008,2.045973
Luapula,su35,2009,0.3084789
Luapula,su35,2010,3.040652
Luapula,su35,2011,0.9502061
Luapula,su35,2012,0.5373206
Luapula,su35,2013,1.167031
Luapula,su35,2014,2.428794
Luapula,su35,2015,0.4306571
Luapula,su35,2016,3.089358
Luapula,su35,2017,0.7355548
Luapula,su35,2018,0.2154398
Luapula,su35,2019,1.809266
Luapula,su35,2020,1.428281
Luapula,su35,2021,0.8898166
Luapula,su35,2022,0.4297739
Luapula,su35,2023,2.68583
Luapula,su35,2024,0.4295607
Luapula,su35,2025,0.06169877
Luapula,wsdi,1981,2.299386
Luapula,wsdi,1982,0.2456216
Luapula,wsdi,1983,12.54815
Luapula,wsdi,1984,3.024951
Luapula,wsdi,1985,0
Luapula,wsdi,1986,0
Luapula,wsdi,1987,7.80344
Luapula,wsdi,1988,0.6009775
Luapula,wsdi,1989,0.2768729
Luapula,wsdi,1990,2.24039
Luapula,wsdi,1991,0
Luapula,wsdi,1992,2.0021
Luapula,wsdi,1993,3.884073
Luapula,wsdi,1994,5.692522
Luapula,wsdi,1995,9.851861
Luapula,wsdi,1996,1.84834
Luapula,wsdi,1997,7.109554
Luapula,wsdi,1998,18.23956
Luapula,wsdi,1999,7.042969
Luapula,wsdi,2000,2.175479
Luapula,wsdi,2001,4.975216
Luapula,wsdi,2002,8.566383
Luapula,wsdi,2003,1.514087
Luapula,wsdi,2004,0.5843247
Luapula,wsdi,2005,16.60562
Luapula,wsdi,2006,0
Luapula,wsdi,2007,5.308397
Luapula,wsdi,2008,3.087731
Luapula,wsdi,2009,1.697346
Luapula,wsdi,2010,6.971612
Luapula,wsdi,2011,0.8643196
Luapula,wsdi,2012,0
Luapula,wsdi,2013,0.8444183
Luapula,wsdi,2014,0.5538167
Luapula,wsdi,2015,1.049277
Luapula,wsdi,2016,7.795766
Luapula,wsdi,2017,0.3685388
Luapula,wsdi,2018,4.401854
Luapula,wsdi,2019,2.029992
Luapula,wsdi,2020,2.011808
Luapula,wsdi,2021,20.90091
Luapula,wsdi,2022,0
Luapula,wsdi,2023,10.27575
Luapula,wsdi,2024,10.01205
Luapula,wsdi,2025,1.892425
Lusaka,txm,1981,26.67022
Lusaka,txm,1982,26.88615
Lusaka,txm,1983,28.23107
Lusaka,txm,1984,27.40088
Lusaka,txm,1985,26.33148
Lusaka,txm,1986,26.23682
Lusaka,txm,1987,28.38984
Lusaka,txm,1988,27.15694
Lusaka,txm,1989,26.94911
Lusaka,txm,1990,27.54782
Lusaka,txm,1991,27.49737
Lusaka,txm,1992,28.6422
Lusaka,txm,1993,27.25774
Lusaka,txm,1994,28.0263
Lusaka,txm,1995,28.4138
Lusaka,txm,1996,27.62398
Lusaka,txm,1997,26.92562
Lusaka,txm,1998,28.00089
Lusaka,txm,1999,26.8853
Lusaka,txm,2000,26.47592
Lusaka,txm,2001,26.83809
Lusaka,txm,2002,27.48236
Lusaka,txm,2003,27.22034
Lusaka,txm,2004,26.75277
Lusaka,txm,2005,28.30789
Lusaka,txm,2006,26.93904
Lusaka,txm,2007,26.86352
Lusaka,txm,2008,26.97771
Lusaka,txm,2009,26.29166
Lusaka,txm,2010,26.81188
Lusaka,txm,2011,27.29708
Lusaka,txm,2012,27.41918
Lusaka,txm,2013,27.70244
Lusaka,txm,2014,27.80733
Lusaka,txm,2015,27.69651
Lusaka,txm,2016,27.95215
Lusaka,txm,2017,26.65503
Lusaka,txm,2018,27.61517
Lusaka,txm,2019,28.41936
Lusaka,txm,2020,27.73241
Lusaka,txm,2021,27.41299
Lusaka,txm,2022,27.02704
Lusaka,txm,2023,28.46256
Lusaka,txm,2024,29.19749
Lusaka,txm,2025,27.52654
Lusaka,txx,1981,37.00664
Lusaka,txx,1982,35.0793
Lusaka,txx,1983,36.49755
Lusaka,txx,1984,36.39017
Lusaka,txx,1985,34.05064
Lusaka,txx,1986,35.54013
Lusaka,txx,1987,38.77479
Lusaka,txx,1988,36.38882
Lusaka,txx,1989,36.73843
Lusaka,txx,1990,37.79581
Lusaka,txx,1991,35.7277
Lusaka,txx,1992,38.46386
Lusaka,txx,1993,36.80077
Lusaka,txx,1994,38.19774
Lusaka,txx,1995,37.52612
Lusaka,txx,1996,37.67291
Lusaka,txx,1997,37.13279
Lusaka,txx,1998,38.47554
Lusaka,txx,1999,36.77945
Lusaka,txx,2000,35.66197
Lusaka,txx,2001,36.19719
Lusaka,txx,2002,35.39689
Lusaka,txx,2003,37.55996
Lusaka,txx,2004,36.68644
Lusaka,txx,2005,37.8396
Lusaka,txx,2006,36.62288
Lusaka,txx,2007,35.56493
Lusaka,txx,2008,36.70377
Lusaka,txx,2009,34.98773
Lusaka,txx,2010,37.15863
Lusaka,txx,2011,38.92776
Lusaka,txx,2012,37.06929
Lusaka,txx,2013,37.39703
Lusaka,txx,2014,37.48349
Lusaka,txx,2015,38.05827
Lusaka,txx,2016,37.12564
Lusaka,txx,2017,38.37813
Lusaka,txx,2018,36.7844
Lusaka,txx,2019,39.32741
Lusaka,txx,2020,38.04606
Lusaka,txx,2021,37.87913
Lusaka,txx,2022,36.32635
Lusaka,txx,2023,38.01345
Lusaka,txx,2024,38.13582
Lusaka,txx,2025,37.67533
Lusaka,tx90p,1981,5.991193
Lusaka,tx90p,1982,7.542509
Lusaka,tx90p,1983,21.34247
Lusaka,tx90p,1984,10.63832
Lusaka,tx90p,1985,2.282927
Lusaka,tx90p,1986,3.278571
Lusaka,tx90p,1987,22.67617
Lusaka,tx90p,1988,8.442914
Lusaka,tx90p,1989,7.203935
Lusaka,tx90p,1990,11.95404
Lusaka,tx90p,1991,7.424699
Lusaka,tx90p,1992,26.66706
Lusaka,tx90p,1993,6.985925
Lusaka,tx90p,1994,21.43483
Lusaka,tx90p,1995,20.87737
Lusaka,tx90p,1996,10.05458
Lusaka,tx90p,1997,7.141724
Lusaka,tx90p,1998,13.74359
Lusaka,tx90p,1999,6.191722
Lusaka,tx90p,2000,2.605028
Lusaka,tx90p,2001,3.341651
Lusaka,tx90p,2002,8.911993
Lusaka,tx90p,2003,7.998644
Lusaka,tx90p,2004,3.789081
Lusaka,tx90p,2005,18.18544
Lusaka,tx90p,2006,4.530167
Lusaka,tx90p,2007,5.853495
Lusaka,tx90p,2008,5.827793
Lusaka,tx90p,2009,2.310353
Lusaka,tx90p,2010,3.588979
Lusaka,tx90p,2011,6.520494
Lusaka,tx90p,2012,5.510325
Lusaka,tx90p,2013,12.34713
Lusaka,tx90p,2014,11.75445
Lusaka,tx90p,2015,9.552402
Lusaka,tx90p,2016,14.51948
Lusaka,tx90p,2017,2.31942
Lusaka,tx90p,2018,10.28257
Lusaka,tx90p,2019,21.27595
Lusaka,tx90p,2020,14.63541
Lusaka,tx90p,2021,10.28234
Lusaka,tx90p,2022,3.178334
Lusaka,tx90p,2023,22.20798
Lusaka,tx90p,2024,37.66456
Lusaka,tx90p,2025,10.73804
Lusaka,su35,1981,10.70472
Lusaka,su35,1982,5.535173
Lusaka,su35,1983,15.67168
Lusaka,su35,1984,13.10733
Lusaka,su35,1985,1.968347
Lusaka,su35,1986,2.434628
Lusaka,su35,1987,17.37301
Lusaka,su35,1988,7.403365
Lusaka,su35,1989,12.6032
Lusaka,su35,1990,16.3054
Lusaka,su35,1991,10.33757
Lusaka,su35,1992,28.57248
Lusaka,su35,1993,11.03875
Lusaka,su35,1994,25.77246
Lusaka,su35,1995,24.00704
Lusaka,su35,1996,25.13945
Lusaka,su35,1997,11.13666
Lusaka,su35,1998,20.77242
Lusaka,su35,1999,12.47282
Lusaka,su35,2000,4.569002
Lusaka,su35,2001,8.035133
Lusaka,su35,2002,10.30562
Lusaka,su35,2003,14.338
Lusaka,su35,2004,8.569942
Lusaka,su35,2005,18.67277
Lusaka,su35,2006,12.03803
Lusaka,su35,2007,7.836448
Lusaka,su35,2008,12.90408
Lusaka,su35,2009,3.501918
Lusaka,su35,2010,14.20485
Lusaka,su35,2011,17.03625
Lusaka,su35,2012,18.53998
Lusaka,su35,2013,22.241
Lusaka,su35,2014,25.40915
Lusaka,su35,2015,21.77317
Lusaka,su35,2016,25.47458
Lusaka,su35,2017,11.2032
Lusaka,su35,2018,11.70383
Lusaka,su35,2019,21.83746
Lusaka,su35,2020,21.47256
Lusaka,su35,2021,23.40664
Lusaka,su35,2022,11.07133
Lusaka,su35,2023,27.37313
Lusaka,su35,2024,31.20056
Lusaka,su35,2025,14.36919
Lusaka,wsdi,1981,12.53397
Lusaka,wsdi,1982,13.12794
Lusaka,wsdi,1983,24.56964
Lusaka,wsdi,1984,11.03405
Lusaka,wsdi,1985,0
Lusaka,wsdi,1986,2.3327
Lusaka,wsdi,1987,39.73138
Lusaka,wsdi,1988,0.9660182
Lusaka,wsdi,1989,0.8010569
Lusaka,wsdi,1990,9.900076
Lusaka,wsdi,1991,0
Lusaka,wsdi,1992,48.57201
Lusaka,wsdi,1993,7.131876
Lusaka,wsdi,1994,37.30128
Lusaka,wsdi,1995,27.26329
Lusaka,wsdi,1996,0.7989128
Lusaka,wsdi,1997,9.899838
Lusaka,wsdi,1998,14.36617
Lusaka,wsdi,1999,11.13635
Lusaka,wsdi,2000,0.9994903
Lusaka,wsdi,2001,0
Lusaka,wsdi,2002,1.633237
Lusaka,wsdi,2003,2.497796
Lusaka,wsdi,2004,0
Lusaka,wsdi,2005,13.17314
Lusaka,wsdi,2006,0
Lusaka,wsdi,2007,2.264679
Lusaka,wsdi,2008,6.664823
Lusaka,wsdi,2009,0
Lusaka,wsdi,2010,0
Lusaka,wsdi,2011,3.601928
Lusaka,wsdi,2012,0
Lusaka,wsdi,2013,2.299351
Lusaka,wsdi,2014,9.298821
Lusaka,wsdi,2015,8.500456
Lusaka,wsdi,2016,11.00164
Lusaka,wsdi,2017,0
Lusaka,wsdi,2018,8.867175
Lusaka,wsdi,2019,31.32387
Lusaka,wsdi,2020,0.5990627
Lusaka,wsdi,2021,16.59953
Lusaka,wsdi,2022,0
Lusaka,wsdi,2023,32.89341
Lusaka,wsdi,2024,93.55311
Lusaka,wsdi,2025,1.39967
Muchinga,txm,1981,26.75236
Muchinga,txm,1982,26.17218
Muchinga,txm,1983,27.31963
Muchinga,txm,1984,26.24546
Muchinga,txm,1985,25.68018
Muchinga,txm,1986,25.93299
Muchinga,txm,1987,27.14954
Muchinga,txm,1988,26.71005
Muchinga,txm,1989,25.87322
Muchinga,txm,1990,26.90939
Muchinga,txm,1991,26.51807
Muchinga,txm,1992,27.26338
Muchinga,txm,1993,26.72617
Muchinga,txm,1994,26.87931
Muchinga,txm,1995,27.21367
Muchinga,txm,1996,26.93745
Muchinga,txm,1997,26.74808
Muchinga,txm,1998,27.29772
Muchinga,txm,1999,26.6224
Muchinga,txm,2000,26.53111
Muchinga,txm,2001,26.54362
Muchinga,txm,2002,26.40533
Muchinga,txm,2003,26.6563
Muchinga,txm,2004,26.34146
Muchinga,txm,2005,27.62795
Muchinga,txm,2006,26.59832
Muchinga,txm,2007,26.67964
Muchinga,txm,2008,26.45403
Muchinga,txm,2009,26.38073
Muchinga,txm,2010,26.87243
Muchinga,txm,2011,26.60317
Muchinga,txm,2012,26.72131
Muchinga,txm,2013,27.16874
Muchinga,txm,2014,27.06173
Muchinga,txm,2015,27.29277
Muchinga,txm,2016,27.25837
Muchinga,txm,2017,26.81083
Muchinga,txm,2018,26.80776
Muchinga,txm,2019,27.01911
Muchinga,txm,2020,26.66467
Muchinga,txm,2021,26.8383
Muchinga,txm,2022,26.30699
Muchinga,txm,2023,27.20045
Muchinga,txm,2024,26.82619
Muchinga,txm,2025,26.38871
Muchinga,txx,1981,34.55819
Muchinga,txx,1982,34.26701
Muchinga,txx,1983,35.20606
Muchinga,txx,1984,34.0718
Muchinga,txx,1985,33.19295
Muchinga,txx,1986,33.60727
Muchinga,txx,1987,34.49725
Muchinga,txx,1988,33.52571
Muchinga,txx,1989,34.23884
Muchinga,txx,1990,34.67318
Muchinga,txx,1991,32.99633
Muchinga,txx,1992,34.66675
Muchinga,txx,1993,33.86591
Muchinga,txx,1994,34.38676
Muchinga,txx,1995,34.52808
Muchinga,txx,1996,34.21456
Muchinga,txx,1997,34.44217
Muchinga,txx,1998,35.19983
Muchinga,txx,1999,35.09547
Muchinga,txx,2000,33.92801
Muchinga,txx,2001,33.29807
Muchinga,txx,2002,34.22465
Muchinga,txx,2003,34.43885
Muchinga,txx,2004,34.66153
Muchinga,txx,2005,34.77303
Muchinga,txx,2006,34.18899
Muchinga,txx,2007,34.18734
Muchinga,txx,2008,34.1326
Muchinga,txx,2009,33.37432
Muchinga,txx,2010,34.94075
Muchinga,txx,2011,35.38189
Muchinga,txx,2012,34.84513
Muchinga,txx,2013,35.58692
Muchinga,txx,2014,35.35994
Muchinga,txx,2015,34.87508
Muchinga,txx,2016,35.02047
Muchinga,txx,2017,36.73059
Muchinga,txx,2018,34.62766
Muchinga,txx,2019,35.98954
Muchinga,txx,2020,34.93663
Muchinga,txx,2021,35.411
Muchinga,txx,2022,34.31961
Muchinga,txx,2023,36.29543
Muchinga,txx,2024,34.62125
Muchinga,txx,2025,33.98045
Muchinga,tx90p,1981,8.350375
Muchinga,tx90p,1982,6.451369
Muchinga,tx90p,1983,17.57231
Muchinga,tx90p,1984,5.165685
Muchinga,tx90p,1985,2.834949
Muchinga,tx90p,1986,1.917338
Muchinga,tx90p,1987,11.31447
Muchinga,tx90p,1988,9.802797
Muchinga,tx90p,1989,1.885812
Muchinga,tx90p,1990,10.94857
Muchinga,tx90p,1991,5.086483
Muchinga,tx90p,1992,18.44097
Muchinga,tx90p,1993,8.613496
Muchinga,tx90p,1994,12.83744
Muchinga,tx90p,1995,11.80459
Muchinga,tx90p,1996,9.131458
Muchinga,tx90p,1997,12.28436
Muchinga,tx90p,1998,15.62665
Muchinga,tx90p,1999,8.914243
Muchinga,tx90p,2000,7.33178
Muchinga,tx90p,2001,5.150068
Muchinga,tx90p,2002,5.683539
Muchinga,tx90p,2003,5.697475
Muchinga,tx90p,2004,5.383945
Muchinga,tx90p,2005,20.68638
Muchinga,tx90p,2006,7.334173
Muchinga,tx90p,2007,7.983057
Muchinga,tx90p,2008,5.523581
Muchinga,tx90p,2009,5.655389
Muchinga,tx90p,2010,8.615036
Muchinga,tx90p,2011,6.624369
Muchinga,tx90p,2012,6.58169
Muchinga,tx90p,2013,14.40942
Muchinga,tx90p,2014,12.43771
Muchinga,tx90p,2015,13.64127
Muchinga,tx90p,2016,15.39768
Muchinga,tx90p,2017,7.27428
Muchinga,tx90p,2018,9.253195
Muchinga,tx90p,2019,14.04564
Muchinga,tx90p,2020,9.290183
Muchinga,tx90p,2021,11.90743
Muchinga,tx90p,2022,4.127142
Muchinga,tx90p,2023,16.43506
Muchinga,tx90p,2024,13.6816
Muchinga,tx90p,2025,8.289598
Muchinga,su35,1981,9.155821
Muchinga,su35,1982,4.197257
Muchinga,su35,1983,10.39856
Muchinga,su35,1984,5.732196
Muchinga,su35,1985,2.342691
Muchinga,su35,1986,2.161541
Muchinga,su35,1987,8.700686
Muchinga,su35,1988,4.896259
Muchinga,su35,1989,3.943001
Muchinga,su35,1990,7.896476
Muchinga,su35,1991,5.107162
Muchinga,su35,1992,8.743675
Muchinga,su35,1993,6.835957
Muchinga,su35,1994,6.79503
Muchinga,su35,1995,10.04825
Muchinga,su35,1996,9.475187
Muchinga,su35,1997,5.534124
Muchinga,su35,1998,9.44556
Muchinga,su35,1999,8.682343
Muchinga,su35,2000,4.440435
Muchinga,su35,2001,5.986998
Muchinga,su35,2002,5.82867
Muchinga,su35,2003,6.930634
Muchinga,su35,2004,4.568846
Muchinga,su35,2005,9.085381
Muchinga,su35,2006,6.475581
Muchinga,su35,2007,5.373563
Muchinga,su35,2008,6.845865
Muchinga,su35,2009,4.131885
Muchinga,su35,2010,8.735856
Muchinga,su35,2011,6.361963
Muchinga,su35,2012,8.681277
Muchinga,su35,2013,10.94325
Muchinga,su35,2014,12.84706
Muchinga,su35,2015,11.45674
Muchinga,su35,2016,11.70171
Muchinga,su35,2017,9.322994
Muchinga,su35,2018,8.160674
Muchinga,su35,2019,10.5663
Muchinga,su35,2020,8.511956
Muchinga,su35,2021,12.93715
Muchinga,su35,2022,7.206344
Muchinga,su35,2023,12.37816
Muchinga,su35,2024,9.346285
Muchinga,su35,2025,4.662293
Muchinga,wsdi,1981,7.266794
Muchinga,wsdi,1982,4.872671
Muchinga,wsdi,1983,15.93329
Muchinga,wsdi,1984,2.478699
Muchinga,wsdi,1985,0
Muchinga,wsdi,1986,0
Muchinga,wsdi,1987,10.22461
Muchinga,wsdi,1988,1.173801
Muchinga,wsdi,1989,0
Muchinga,wsdi,1990,8.087423
Muchinga,wsdi,1991,0.09562477
Muchinga,wsdi,1992,22.24335
Muchinga,wsdi,1993,7.595247
Muchinga,wsdi,1994,8.092602
Muchinga,wsdi,1995,8.652104
Muchinga,wsdi,1996,3.535079
Muchinga,wsdi,1997,6.866031
Muchinga,wsdi,1998,12.75452
Muchinga,wsdi,1999,8.889349
Muchinga,wsdi,2000,2.810602
Muchinga,wsdi,2001,0.1061523
Muchinga,wsdi,2002,3.796867
Muchinga,wsdi,2003,1.476676
Muchinga,wsdi,2004,0.9386128
Muchinga,wsdi,2005,16.48833
Muchinga,wsdi,2006,0.9586765
Muchinga,wsdi,2007,0.893079
Muchinga,wsdi,2008,0
Muchinga,wsdi,2009,1.411601
Muchinga,wsdi,2010,3.157176
Muchinga,wsdi,2011,0.6460868
Muchinga,wsdi,2012,0.0638071
Muchinga,wsdi,2013,5.829351
Muchinga,wsdi,2014,4.289049
Muchinga,wsdi,2015,5.653892
Muchinga,wsdi,2016,7.202153
Muchinga,wsdi,2017,1.468046
Muchinga,wsdi,2018,7.729696
Muchinga,wsdi,2019,12.34184
Muchinga,wsdi,2020,2.717161
Muchinga,wsdi,2021,24.59685
Muchinga,wsdi,2022,0
Muchinga,wsdi,2023,13.47037
Muchinga,wsdi,2024,21.45865
Muchinga,wsdi,2025,1.496789
North-Western,txm,1981,27.22437
North-Western,txm,1982,27.01736
North-Western,txm,1983,27.86098
North-Western,txm,1984,27.09405
North-Western,txm,1985,26.74663
North-Western,txm,1986,26.47935
North-Western,txm,1987,27.96886
North-Western,txm,1988,27.22417
North-Western,txm,1989,27.05775
North-Western,txm,1990,27.42787
North-Western,txm,1991,27.30571
North-Western,txm,1992,27.71499
North-Western,txm,1993,27.17274
North-Western,txm,1994,27.71342
North-Western,txm,1995,28.1519
North-Western,txm,1996,28.00217
North-Western,txm,1997,27.67437
North-Western,txm,1998,28.44766
North-Western,txm,1999,27.28344
North-Western,txm,2000,27.36726
North-Western,txm,2001,27.38123
North-Western,txm,2002,27.63545
North-Western,txm,2003,27.78566
North-Western,txm,2004,27.31945
North-Western,txm,2005,28.42925
North-Western,txm,2006,27.39387
North-Western,txm,2007,27.64571
North-Western,txm,2008,27.72836
North-Western,txm,2009,27.46266
North-Western,txm,2010,27.72138
North-Western,txm,2011,27.5033
North-Western,txm,2012,27.63593
North-Western,txm,2013,27.75806
North-Western,txm,2014,27.76606
North-Western,txm,2015,27.91392
North-Western,txm,2016,28.1579
North-Western,txm,2017,27.43677
North-Western,txm,2018,27.8289
North-Western,txm,2019,28.16007
North-Western,txm,2020,27.5123
North-Western,txm,2021,27.48725
North-Western,txm,2022,27.04486
North-Western,txm,2023,28.08374
North-Western,txm,2024,28.59563
North-Western,txm,2025,27.3095
North-Western,txx,1981,34.2899
North-Western,txx,1982,32.92614
North-Western,txx,1983,34.53402
North-Western,txx,1984,33.98928
North-Western,txx,1985,33.248
North-Western,txx,1986,33.54427
North-Western,txx,1987,34.60364
North-Western,txx,1988,33.24012
North-Western,txx,1989,34.38425
North-Western,txx,1990,34.46408
North-Western,txx,1991,34.28256
North-Western,txx,1992,34.39675
North-Western,txx,1993,35.47035
North-Western,txx,1994,34.59471
North-Western,txx,1995,35.55557
North-Western,txx,1996,35.2686
North-Western,txx,1997,35.62521
North-Western,txx,1998,35.94483
North-Western,txx,1999,35.15739
North-Western,txx,2000,34.88964
North-Western,txx,2001,34.896
North-Western,txx,2002,35.19223
North-Western,txx,2003,36.72513
